"X" "Y" "Heat_flow"
11.923692222241 44.560672512388 30
11.971472353154 44.5065053665151 37
11.9814724653054 44.537616924546 34
11.9517492612131 44.5176165302987 54
12.0806431110484 44.5259505591401 37
11.9998066961704 44.5173389691035 36
12.0292523352707 44.512339039012 32
12.0578646625119 44.5012279148915 27
12.2012035534775 44.5059508440884 43
12.147589707201 44.5787293214371 29
12.1598123319392 44.5873405990692 31
12.2164819185653 44.5070620378217 25
12.2131484064903 44.5126176501234 27
12.2473157067666 44.5931743997388 29
12.2456489117715 44.6003967081751 27
12.2456489117715 44.6003967081751 27
12.2084253777538 44.5837296592535 32
12.2453711182619 44.6009522696974 29
12.2467601221802 44.594007741399 32
12.2203709691141 44.5059509297529 25
12.1712018864495 44.5623403266465 47
12.1600901230371 44.5870628189425 45
12.1459229410181 44.5826182531736 32
12.259538361637 44.5984523003796 43
9.13024793883061 44.758993676954 57
9.23608531836208 44.764827711559 57
9.82971997300236 44.7256639503065 55
9.98944751471566 44.8084436921329 60
10.0052812479817 44.8284440401838 38
10.21140195298 44.6845544127481 40
10.1672320957989 44.8215003946044 52
10.2377904123495 44.8212229967955 54
10.2144577637061 44.671776486425 74
10.3194615906278 44.6967773765196 49
10.3444619615227 44.7540004749809 37
10.3000161586514 44.7184442191938 70
10.3675185140636 44.7448338128451 53
10.3102932501002 44.8209456071062 34
10.3300166589414 44.7817785363302 36
10.2750140069198 44.8290010774387 32
10.2500136965846 44.7665001284749 59
10.4277988231867 44.7278894703418 49
10.6078049050817 44.8195582814345 36
10.7030867468988 44.7870583549103 39
10.7278102772369 44.7537247157834 39
10.7086425938353 44.779836067424 39
10.7194764135621 44.7737249329419 41
10.7467000576525 44.7387246185335 29
10.7353099204876 44.8173366950841 34
10.640307697969 44.6717787527269 39
10.7430882896167 44.78928081366 38
10.7755891483889 44.8298370668999 36
10.7903121511575 44.8098368815531 36
10.9397637405746 44.6809470805672 32
10.9197629175807 44.6851136995532 38
11.1247700777366 44.7717825275484 38
11.1408824556368 44.7070595429362 36
11.3061661131195 44.7678944866449 115
11.3575570487452 44.7645613615741 40
11.3575573854862 44.7295609051674 41
11.4178377077891 44.7103942825322 41
11.3939478169263 44.7173387012294 43
11.3931143684878 44.7259499204162 38
11.4442276539759 44.7078943779688 38
11.3856142077869 44.7120608141785 41
11.6125674750146 44.7192842237626 56
11.5533989654554 44.6687277278776 54
11.7061814290395 44.8081747184579 92
11.6859038200462 44.7045621577999 40
11.6820143908628 44.7462293494023 34
11.7817412319655 44.6695621532559 56
11.8642442615098 44.6917850492497 41
11.8575772954321 44.695951739217 54
11.8731335064858 44.6909517463182 38
11.8103519868574 44.8301199403615 37
11.8547981537541 44.8328979619654 43
11.8964667593244 44.8001199475681 45
11.9425802408731 44.7387304683492 39
11.9745261729157 44.7128969447281 45
11.9364686223988 44.7681752696161 47
11.9292456028664 44.8245648643859 43
11.8803547807968 44.8256757636968 36
11.9095227799241 44.8053978550056 56
11.9273014287554 44.7865088006993 43
11.8922998755195 44.8059533380815 43
11.9023003270432 44.7995644117491 45
11.8814661188256 44.8056755064133 45
11.8797994756546 44.795953148996 41
11.9173010534716 44.7845642845786 45
11.8975779217292 44.7992866084576 45
11.8975779217292 44.7992866084576 45
11.8975779217292 44.7992866084576 45
11.8967445226313 44.802897763054 44
11.8967445226313 44.802897763054 43
11.8967445226313 44.802897763054 43
11.8967445226313 44.802897763054 44
11.9075783503298 44.7953977148946 45
11.9075783503298 44.7953977148946 43
11.9075783503298 44.7953977148946 45
11.9075783503298 44.7953977148946 45
11.8967445530993 44.7995643860162 56
11.8967445530993 44.7995643860162 56
11.8967445530993 44.7995643860162 56
11.8970223417964 44.7995643873032 56
11.8970223417964 44.7995643873032 47
11.8970223417964 44.7995643873032 48
11.8970223417964 44.7995643873032 47
11.9070227780083 44.7948421494864 47
11.9070227780083 44.7948421494864 47
11.9064672031515 44.7945643654966 50
11.9064672031515 44.7945643654966 50
11.9186901057599 44.7726196901487 43
11.9742478441392 44.7726199461631 46
11.9528579660153 44.78900895132 47
11.9528579660153 44.78900895132 47
11.9217455814549 44.7945644361523 43
11.9217455814549 44.7945644361523 46
11.8845220384554 44.7790085044946 47
12.1136983608861 44.7062308255126 43
12.1217534382497 44.7953986951407 41
12.0564734721921 44.7531756234253 48
12.0403617156603 44.7545644570335 47
12.0667516537593 44.753175670216 48
12.0667516537593 44.753175670216 43
12.0920311507722 44.6717858340333 53
12.1489764937796 44.822065834977 30
12.1987006906353 44.8201215888643 39
12.1987006906353 44.8201215888643 39
12.1987006906353 44.8201215888643 39
12.1728664267442 44.8103991227554 39
12.2253689955994 44.7534541673632 37
9.01496405401425 44.8964947727686 36
9.02468672765269 44.8903836403866 38
9.02579733770658 44.9362175780463 59
9.15524615560735 44.993719103171 44
9.59470935875988 44.8556643065425 64
9.61359863938045 44.8862203686509 55
9.59720940918238 44.8598310418129 64
9.67637826532693 44.939832538988 41
9.65359934834852 44.9617771413005 52
9.62470981054452 44.9192764196694 36
9.83777375705842 44.9139997797218 36
9.85249659841888 44.9101109225369 34
9.77582753767786 44.8559431171551 50
9.89999779228674 44.97011197515 36
9.97361150015991 44.9962238397468 36
9.97361150015991 44.9962238397468 32
9.956110829208 44.9948348352963 36
9.956110829208 44.9948348352963 36
9.94861056274343 44.9923347606626 34
9.94861056274343 44.9923347606626 34
9.94861056274343 44.9923347606626 34
9.94888835141314 44.9923347622088 34
9.94861056274343 44.9923347606626 34
10.0236134612743 44.9962241168994 36
10.0850047736825 44.9948355483868 38
10.0475036919995 44.9592793185594 32
10.1044505198758 44.9453905606826 38
10.1044505198758 44.9453905606826 34
10.0288917113238 44.9720571614797 38
10.0150020459805 44.9931684734737 36
10.1891767074739 44.8856680189114 42
10.1758429840123 44.8734455641459 32.4
10.1758429840123 44.8734455641459 47
10.221678227496 44.8626123385727 34
10.221678227496 44.8626123385727 34
10.1891767104674 44.8853902374985 54
10.2175113440824 44.8676123813028 66
10.1430636470603 44.8990012751149 43
10.2614021468188 44.8492790463314 36
10.8358689667768 44.8615044586608 40
10.9183719199511 44.8895608046767 74
10.9089272310045 44.8770605924101 81
10.8822594418772 44.8845605544995 50
10.9661516908511 44.8778942280649 63
10.9889303488907 44.8792832507414 80
10.966984953632 44.8881721449992 77
10.9933749900924 44.8770610218714 80
10.9680962339445 44.8756719865551 83
10.9330948153743 44.8801163113118 84
11.1033794553238 44.8623391607908 86
11.0489326881216 44.8809502425155 96
11.0453215182963 44.8726167815886 41
11.0906005742252 44.9228954480813 30
11.1033794553238 44.8623391607908 86
11.1728268151261 44.8431725897285 77
11.1831039044236 44.9540074318663 34
11.1928265367031 44.9512296658282 36
11.1531028007882 44.9462294018786 45
11.2981087432843 44.9220631356494 38
11.3014421725478 44.9256743107582 38
11.4386694877536 44.9576198478376 52
11.5567304427838 44.8790082703721 80
11.5433965691057 44.8806748949402 72
11.5564523321312 44.9128976042228 79
11.646178103003 44.9112313443881 54
11.8378524792577 44.8940097982304 45
11.8964667593244 44.8001199475681 45
13.9537872066853 42.2887089320658 62
13.7826634756681 43.2181635126916 46
11.7795370774931 42.6014814120558 250.5
11.5406374608919 42.8125938329157 231
11.4603574252752 42.726481347312 74
11.428968076485 42.6445358250034 120
11.4050773226636 42.7559258719051 306
11.4022988299031 42.8256488788492 152
11.4609124139058 42.793982123156 119
11.030055817291 43.5656557917469 58
10.7739371377848 43.3387073447153 111
11.2559021357123 43.0845400699071 155
11.1947887577957 43.0806508374776 158
11.4253575471278 42.5620348733954 126
11.3767419832059 42.8634269721285 157
11.1953445527554 43.0564838877251 160
10.9628363104089 43.0017598853514 168
10.9294988875707 43.3059299606158 230
10.6225435633607 43.2309275147346 120
10.4544801996038 43.3809284183834 97
10.6975454259618 43.3317624225247 138
10.4425353093035 43.3803727892022 106
10.4525358979525 43.3589836973256 97
10.8006039967196 43.4242640496967 116
10.70726871835 43.2584282738247 149
10.6283767739025 43.2664835143442 130
12.9087686292563 44.3096251514676 26
12.706822943141 44.0954515467601 47
13.2073874583292 44.2637931714002 32
14.1543769789028 42.7509868322251 36.5
12.8957150417686 44.1687882488468 28.5
11.6257183244538 42.0940070812019 153
13.1032196428755 44.1835125563726 21
13.2848953039613 43.883228949575 86.8
13.695745895577 43.3829424876318 72.6
13.5837874592852 44.1196260570891 46.4
12.8057086025885 44.4365718692807 32.3
13.5526814742261 43.7448944551219 60
13.6243518599805 43.6118362751354 80
13.3987834674907 44.0979573421838 65
12.6976565061624 44.0679507997232 64.6
13.9002007679244 43.0021017925512 44
13.977424784244 43.0015468375628 69.5
13.8032485131029 43.3748876045277 64.3
14.8757798440565 42.9437747478167 46
14.6199402538287 42.963773229188 36
14.8213457095473 42.1209775456452 69.6
14.2760388327635 43.2721111502094 47.7
13.6110103289376 44.1190707105497 46
14.1113115996392 43.3507228250131 86.7
13.016277914899 43.8854490134023 37.2
14.8007903499192 42.0723651768002 77.6
14.6291021697995 43.3040591388034 76.5
12.9537591212983 44.9515860068839 44
13.859636747211 43.5048911626662 75.6
12.6329302879607 44.2223984767311 73
14.8357894592639 42.1954237911228 81.7
12.5015331295825 44.5404607704246 30
12.3181946581291 44.5926827333634 32.8
13.2915597150396 44.0362882854586 34
14.2621442512018 43.6307307440133 47.8
12.6865324606876 44.8407476183056 38.8
13.2346137614876 44.0476769834731 43.1
12.4937550831235 44.5457386133589 28.9
12.5782041664663 44.3835130897922 37
14.0235238967397 43.8696235139828 46.2
13.1510001931291 44.0796215183257 54.2
12.8334924566819 44.1012860795076 51
12.8701505349023 44.6813007237628 34
13.2482248996282 44.0660108769561 32
12.5198703227554 44.3318446583796 40.8
14.1829915307896 42.5579270366066 47
13.7618480103613 44.0676817911199 68.6
13.7618480103613 44.0676817911199 90.2
14.249379823279 42.7059865338819 43
12.9729394011585 44.1476772631999 45.8
14.3760479580349 42.8073787726819 43
14.1585398498439 43.0179375457877 45
14.152989442417 42.6551512671312 44.6
12.6604279304209 44.4062921222267 31
12.5145891641047 44.5299050634154 30.2
12.6620946495719 44.4054587823264 32.8
12.661539071974 44.4060143469338 33.4
12.6265399224604 44.3040670950856 28
12.6393180607589 44.3001782179226 23
12.9262605896629 44.8246381265028 32.2
13.79073766045 44.0624041189253 65.2
12.6276419749524 44.8535252182198 44.2
14.158542447695 42.8401556065938 37.6
14.4629950101121 42.7662673833565 46
12.5409796216326 44.4721260767704 32
14.2338076121605 43.8046236203524 51
14.0296359923032 43.8149000096605 55.4
12.6270954818803 44.3046226689756 30
12.6445961738645 44.287122385688 31
12.8284796529772 44.876027485369 45
13.2518361126416 44.0648997684493 39.2
13.1098879112798 44.0929548376438 33
13.9029662103816 43.8243436626568 46.6
12.4523663373099 44.4787921590872 30.6
13.2482248996282 44.0660108769561 32.6
12.4526456091578 44.3885121534606 35
12.7190443162729 44.1657311437154 35.6
13.8085163808666 44.0287923286867 64.6
13.7810150098909 44.075182131016 78.8
13.8085163808666 44.0287923286867 64.8
12.7157013789809 44.7468566187232 35.6
13.043497111705 44.1157326225934 55.8
12.7079322554713 44.2085098761025 31.7
12.9662612041881 44.8443611821764 27.3
14.0004803123382 43.039603469592 38.3
13.0779405756609 44.2271245290548 37.6
14.4346643376906 42.5343173456648 42.2
14.4185481486937 42.8623803894161 46.8
14.2390990231369 42.8982131521477 42.8
12.4954218990073 44.5390717953273 33.8
12.8468146081478 44.8046369538597 30.4
12.83653626022 44.8243595854165 44.4
12.3720862183874 44.5074032980829 35
12.3720862183874 44.5074032980829 30.8
13.8162940334759 44.0485150972585 69.2
12.5593147378601 44.3896241924681 32.6
13.7107394462389 43.8271199521434 42.8
12.2848594535326 44.6582396358401 32.6
14.1852120595209 42.6793187459458 44
12.4904219019979 44.5318493515588 41.8
13.8162940334759 44.0485150972585 69.2
13.7565698388715 44.0849043928364 68.8
14.3779963749486 42.5334835521127 46.8
12.6493164830427 44.4110143676302 37.6
13.7565698388715 44.0849043928364 65
14.0154798514604 43.0943270984452 64.1
12.75265679472 44.129341646006 36.6
13.7729588472963 44.1018493866531 70.6
12.7506995656004 44.9046386602334 47
12.897925751598 44.8749169324036 33.5
14.2435462390416 42.7140422305469 48.2
14.1599288443326 43.0129374392786 44.6
12.580982149944 44.374901789677 27.4
14.7657857469507 42.3462600302978 80.2
13.8963115018775 43.0215466621285 66.2
13.886866506224 43.0440471151552 72.4
13.0762737897772 44.2321246381533 29.2
12.5451463121401 44.4765706664515 31.2
14.1565979865667 42.8382111014967 44.2
12.8771045234768 44.1048976420307 35
14.093812857305 43.2390533640529 52
12.4548679012823 44.3874010337362 29.4
13.0537751955289 44.1115659392037 31.8
12.5457030730376 44.4040688786209 31.4
13.2971096053745 44.3993528205108 46.8
12.7759893215168 44.2129549989716 34
13.3812791106815 44.3457410773362 32.5
13.1901682496109 44.0496211088417 67.6
12.4493106739363 44.4810144104405 28.2
14.1401925795041 43.9168478266782 78
12.5362580163422 44.4279582778358 28
12.5748707464586 44.3840686309641 28.8
14.4624395934075 42.755711577741 38.6
14.1277112420868 42.6440397006523 41.7
12.5351491771998 44.2876770344823 69.4
14.209374052872 43.0390495549008 33.6
12.5454240963898 44.4765706687979 33.2
13.9762995754308 43.9337913645414 54
12.5198688465004 44.4218468773732 30.8
12.5198688465004 44.4218468773732 30.8
12.6984783825914 44.7690792525152 37.8
12.7473754532969 44.3418468175855 38.4
13.2482248996282 44.0660108769561 34
12.4820933373473 44.2296196078432 41.4
12.7737670745405 44.211288272851 32.2
12.6334750443624 44.8774147579586 45.2
13.8096276047472 44.0232366461266 59.5
13.7404582709053 44.0899043843331 52.6
13.0001625422598 44.1298992763505 34.2
13.109886700748 44.1687900281726 23.6
14.1188092597874 43.5182268917822 38
13.8921386556585 43.4287784918072 40.1
12.9429329589922 44.5024079852385 27.6
13.1004123331344 43.6112211995113 42.4
9.23580752978284 44.7648277099232 87
13.6476574520061 43.3442756357079 56.4
11.2456147773346 44.0806631858683 74
13.5120967122291 43.3453862496005 41.2
13.4704281359349 43.3898310705874 39.6
13.4379277789843 43.2667739127711 55
13.4532828943214 43.4095534652408 48
11.8967454346494 44.7028964557743 43
14.7402070939802 42.0042639657516 48
13.7543304530465 43.015105445923 40
13.7051605158486 43.2192743515883 41
11.8717442437726 44.7259521961377 50
11.8722997450144 44.7342856408277 38
12.0442523156346 44.5803955418255 57
12.0503636806842 44.5787288813982 41
12.0711979105583 44.5695621907949 38
12.0617530744449 44.5720621802468 41
12.0242516199742 44.5706731026813 58
11.7295195048805 44.3928916759769 39
10.7461569894577 43.4762088443522 172
13.8921386556585 43.4287784918072 51.1
14.4004708120229 42.2450988682674 68.8
10.1480651917087 44.7739996718257 62
12.4198325598721 43.3820489260498 75
11.5939656527092 43.626214818195 75.4
14.4346643376906 42.5343173456648 52.7
13.2188353979676 42.597876359265 45.4
12.4670056034356 42.0892564998579 90
11.4162647867172 42.9656505638979 152
11.4162647867172 42.9656505638979 162
11.2748741948116 42.5587007876996 220
11.2748741948116 42.5587007876996 243
11.3101509868478 42.8195372578082 144
11.3101509868478 42.8195372578082 123
11.3101509868478 42.8195372578082 135
"X" "Y" "Heat flow"
14.0660225819367 40.8261937948771 327
16.0994298935503 40.7431434081524 66
14.1201909822704 40.8639721372087 229
15.0163298551308 41.7478731335458 60
15.4238475236857 41.2267576806048 50
15.4721828239571 41.1859240580392 60
15.5885757816468 41.224258111482 36
15.5457965802855 41.1950910239135 44
15.2455065940484 41.4378704974456 42
15.3057870358654 41.3489808456972 46
15.3402320898902 41.47842675564 50
15.2591181808066 41.4425928090957 43
15.3577324666771 41.5312051446022 50
14.6115926942254 41.7459274063221 62
15.4396785287377 41.8098194884338 33
12.2892835196935 41.940365229394 125
14.7746534370642 41.8945406491022 64
14.8829907116147 41.9078744658434 56
15.9641463096678 40.9484229255739 45
15.9041443423079 40.9003667264802 50
14.9993875359461 41.2328676197556 60
15.1510580992583 41.5495380732169 48
15.1505020353778 41.6425946226054 36
15.0004959426649 41.7467619624943 65
16.1672129127935 40.0748037002378 37
16.5183351552277 40.439252494716 39
15.2682858845682 41.3050913885134 52
13.3843259993591 41.6328663490559 126
14.8190993171814 41.9323189792842 60
15.2682910060822 40.2731365661709 37
14.9352186986064 41.2003670881614 121
15.021889189721 41.0742549365099 101
14.1213021335496 40.8639721409876 755
16.9903011182125 39.1175745396332 46
17.2030866456342 39.0234074657431 32
16.4883369859796 39.6836896761448 43
18.1870077245945 39.9361952208321 52
16.6533410509207 40.1648056854566 29
15.2152340319702 40.1748021369785 40
15.7638640896839 40.3214717210049 51
